Frequency_MHz,Average_dBm,Median_dBm,Range_dBm
57.740,-109.714,-109.385,7.313
57.750,-111.969,-112.301,8.321
57.760,-111.935,-112.383,7.708
57.770,-111.709,-111.984,6.048
57.780,-110.958,-110.421,8.849
57.790,-110.505,-109.929,8.866
57.800,-110.224,-110.242,7.325
57.810,-112.082,-112.181,5.616
57.820,-111.656,-111.078,6.326
57.830,-110.809,-110.726,7.533
57.840,-111.184,-111.566,8.219
57.850,-110.944,-110.668,5.704
57.860,-110.138,-110.198,5.281
57.870,-110.959,-110.855,5.614
57.880,-110.250,-110.339,3.752
57.890,-111.323,-110.865,6.144
57.900,-110.977,-110.743,5.200
57.910,-110.453,-109.742,7.113
57.920,-109.772,-109.270,7.693
57.930,-110.998,-110.535,5.886
57.940,-111.490,-110.894,5.963
57.950,-111.504,-111.055,5.796
57.960,-111.283,-111.149,5.153
57.970,-109.608,-109.484,7.236
57.980,-109.793,-109.305,9.161
57.990,-111.827,-111.508,5.330
58.000,-112.146,-111.820,5.724
58.010,-111.949,-112.108,6.077
58.020,-110.678,-110.037,8.718
58.030,-110.895,-110.582,6.847
58.040,-111.651,-111.776,4.711
58.050,-111.745,-111.575,6.475
58.060,-111.385,-111.541,4.440
58.070,-109.391,-109.160,6.262
58.080,-110.463,-110.153,5.161
58.090,-111.276,-111.138,7.554
58.100,-110.673,-110.304,9.881
58.110,-111.830,-111.837,8.203
58.120,-112.006,-112.017,8.234
58.130,-112.341,-112.459,6.980
58.140,-111.226,-110.860,6.132
58.150,-111.481,-110.808,7.194
58.160,-109.622,-108.891,9.885
58.170,-110.261,-110.222,9.499
58.180,-111.830,-112.701,6.222
58.190,-111.584,-111.631,6.121
58.200,-110.532,-110.816,6.135
58.210,-109.928,-110.131,5.649
58.220,-110.055,-110.251,4.331
58.230,-112.057,-111.694,6.369
58.240,-111.987,-111.971,5.372
58.250,-110.658,-110.797,7.632
58.260,-108.029,-108.022,6.295
58.270,-108.458,-108.256,7.369
58.280,-110.500,-109.906,6.775
58.290,-111.549,-110.882,6.674
58.300,-111.955,-112.065,6.175
58.310,-110.767,-111.056,4.045
58.320,-110.241,-110.514,6.410
58.330,-110.205,-109.495,6.402
58.340,-110.415,-110.348,4.132
58.350,-101.422,-100.021,13.201
58.360,-100.139,-98.440,14.811
58.370,-103.749,-103.340,9.384
58.380,-111.508,-111.358,5.761
58.390,-110.799,-110.488,6.672
58.400,-110.443,-110.197,7.038
58.410,-111.259,-110.799,6.537
58.420,-111.928,-111.823,7.561
58.430,-111.706,-111.005,6.036
58.440,-109.900,-109.648,6.847
58.450,-108.423,-107.623,7.780
58.460,-108.187,-107.191,7.815
58.470,-112.070,-111.668,6.190
58.480,-112.370,-112.347,4.691
58.490,-111.921,-111.520,5.246
58.500,-110.342,-110.820,8.364
58.510,-110.895,-111.362,6.352
58.520,-111.032,-111.046,8.365
58.530,-110.978,-111.621,6.373
58.540,-110.757,-110.361,8.173
58.550,-109.454,-109.338,7.564
58.560,-109.087,-109.126,8.987
58.570,-111.213,-110.490,7.868
58.580,-111.157,-110.421,6.207
58.590,-110.260,-110.250,6.806
58.600,-110.385,-109.608,6.615
58.610,-111.120,-110.467,5.391
58.620,-110.563,-110.085,4.042
58.630,-109.951,-109.336,5.594
58.640,-109.121,-108.159,9.352
58.650,-109.130,-108.392,5.941
58.660,-111.436,-111.629,5.644
58.670,-111.791,-111.623,5.798
58.680,-110.596,-110.832,7.867
58.690,-110.417,-110.622,9.042
58.700,-109.758,-109.664,5.309
58.710,-111.457,-111.871,4.806
58.720,-111.303,-110.918,5.249
58.730,-110.734,-110.956,7.869
58.740,-108.648,-108.595,10.031
58.750,-108.985,-108.915,7.908
58.760,-110.405,-110.820,6.479
58.770,-111.238,-110.901,7.208
58.780,-111.696,-111.931,6.074
58.790,-110.066,-110.078,7.409
58.800,-110.113,-109.801,4.667
58.810,-110.150,-109.965,7.900
58.820,-110.114,-109.604,7.562
58.830,-110.866,-110.783,6.640
58.840,-111.086,-111.415,6.991
58.850,-111.178,-110.722,6.739
58.860,-110.728,-111.120,4.370
58.870,-110.700,-110.056,9.385
58.880,-110.560,-110.663,5.407
58.890,-111.542,-111.882,5.484
58.900,-110.931,-110.776,3.206
58.910,-111.101,-110.824,3.422
58.920,-109.943,-109.319,6.149
58.930,-109.660,-109.318,5.835
58.940,-110.147,-110.468,5.841
58.950,-110.558,-110.322,4.848
58.960,-111.433,-110.191,8.763
58.970,-111.004,-110.308,6.277
58.980,-109.138,-109.257,5.664
58.990,-109.544,-110.165,5.046
59.000,-110.979,-110.428,7.301
59.010,-110.360,-110.288,7.497
59.020,-110.634,-110.812,4.456
59.030,-111.249,-111.009,6.132
59.040,-110.993,-111.139,6.782
59.050,-111.903,-112.052,7.243
59.060,-111.271,-111.769,7.435
59.070,-111.068,-110.934,5.993
59.080,-111.392,-111.340,5.778
59.090,-110.797,-110.311,5.258
59.100,-110.888,-110.995,10.384
59.110,-110.084,-110.165,10.109
59.120,-109.866,-109.109,9.796
59.130,-111.054,-110.692,6.635
59.140,-110.920,-111.033,5.247
59.150,-110.554,-110.118,5.222
59.160,-110.590,-109.924,7.355
59.170,-110.509,-110.742,7.654
59.180,-110.759,-110.619,7.914
59.190,-110.511,-110.398,9.007
59.200,-110.578,-110.559,8.106
59.210,-111.090,-110.916,7.764
59.220,-110.836,-110.359,7.244
59.230,-110.020,-109.559,5.805
59.240,-110.920,-110.463,5.231
59.250,-110.529,-110.606,5.911
59.260,-109.890,-110.016,7.622
59.270,-109.217,-109.162,8.200
59.280,-109.628,-110.173,8.093
59.290,-110.937,-110.410,8.583
59.300,-111.239,-111.918,6.797
59.310,-110.891,-110.593,6.807
59.320,-109.920,-109.679,5.187
59.330,-109.763,-108.904,9.060
59.340,-109.834,-110.404,7.827
59.350,-110.494,-110.785,3.883
59.360,-110.699,-109.717,6.359
59.370,-110.829,-110.265,6.439
59.380,-109.635,-109.514,7.980
59.390,-109.814,-108.842,6.798
59.400,-109.928,-109.327,5.710
59.410,-110.372,-110.400,8.278
59.420,-109.371,-109.267,8.065
59.430,-109.660,-108.998,10.562
59.440,-109.629,-109.743,6.528
59.450,-109.937,-110.142,9.839
59.460,-110.119,-110.108,9.746
59.470,-111.136,-110.148,9.014
59.480,-112.039,-111.247,6.637
59.490,-110.363,-109.580,9.662
59.500,-109.055,-109.056,7.318
59.510,-109.355,-109.799,7.342
59.520,-108.241,-107.877,8.331
59.530,-110.980,-110.910,6.181
59.540,-111.428,-111.159,7.490
59.550,-111.340,-110.738,5.672
59.560,-109.621,-109.216,9.289
59.570,-109.574,-109.398,5.852
59.580,-110.674,-110.734,3.826
59.590,-111.373,-110.800,4.698
59.600,-111.591,-111.353,5.900
59.610,-109.277,-108.238,10.844
59.620,-108.797,-108.302,12.378
59.630,-109.541,-109.155,7.513
59.640,-109.539,-109.923,6.066
59.650,-110.873,-110.751,5.746
59.660,-111.493,-111.754,6.849
59.670,-110.849,-111.275,5.409
59.680,-110.041,-109.406,9.590
59.690,-109.836,-108.891,8.298
59.700,-109.662,-108.956,6.222
59.710,-108.998,-108.974,6.937
59.720,-109.865,-109.144,7.894
59.730,-110.492,-109.587,9.508
59.740,-109.628,-109.279,5.999
59.750,-109.886,-109.584,7.663
59.760,-110.419,-110.115,7.331
59.770,-110.969,-110.685,6.330
59.780,-110.814,-110.223,5.170
59.790,-110.813,-110.078,4.198
59.800,-108.508,-107.540,10.655
59.810,-108.603,-107.697,11.596
59.820,-109.461,-109.293,9.592
59.830,-110.562,-109.965,7.739
59.840,-111.392,-111.287,9.253
59.850,-109.924,-109.186,7.241
59.860,-110.332,-109.939,5.575
59.870,-110.163,-109.870,7.540
59.880,-110.304,-110.610,7.441
59.890,-106.937,-106.171,11.022
59.900,-101.415,-99.647,15.737
59.910,-101.376,-100.066,10.588
59.920,-110.098,-110.023,8.751
59.930,-110.385,-110.493,8.283
59.940,-110.083,-109.793,8.256
59.950,-110.315,-110.462,6.694
59.960,-110.963,-111.280,5.812
59.970,-111.636,-111.765,6.530
59.980,-109.955,-110.201,6.330
59.990,-104.611,-104.653,14.443
60.000,-102.671,-101.901,15.874
60.010,-106.910,-106.076,11.217
60.020,-110.622,-110.362,5.596
60.030,-110.783,-110.225,9.314
60.040,-109.813,-109.511,9.698
60.050,-109.363,-108.950,6.849
60.060,-110.177,-109.497,5.517
60.070,-110.880,-109.888,7.483
60.080,-110.715,-110.536,6.704
60.090,-110.283,-110.202,6.435
60.100,-108.340,-108.306,6.142
60.110,-109.197,-109.490,6.322
60.120,-109.774,-109.612,6.711
60.130,-111.243,-110.745,8.388
60.140,-110.495,-110.199,5.995
60.150,-110.318,-110.383,5.422
60.160,-110.094,-109.817,6.509
60.170,-109.593,-109.855,10.076
60.180,-109.176,-108.689,7.663
60.190,-110.382,-110.457,8.483
60.200,-110.671,-109.954,10.043
60.210,-110.780,-110.123,6.310
60.220,-109.486,-109.242,6.598
60.230,-109.103,-109.050,6.725
60.240,-109.152,-108.262,8.294
60.250,-110.775,-110.844,7.972
60.260,-110.333,-109.838,8.199
60.270,-110.450,-110.251,6.346
60.280,-109.314,-108.302,9.916
60.290,-109.715,-109.358,8.694
60.300,-109.897,-109.600,8.130
60.310,-110.641,-110.551,7.619
60.320,-110.845,-111.257,7.623
60.330,-111.173,-110.805,9.200
60.340,-110.412,-110.311,7.538
60.350,-109.344,-109.177,8.257
60.360,-109.612,-108.844,9.393
60.370,-110.932,-110.057,8.035
60.380,-110.629,-110.480,5.987
60.390,-110.652,-110.172,8.559
60.400,-109.657,-109.432,7.536
60.410,-109.904,-109.370,8.594
60.420,-109.509,-109.369,7.209
60.430,-110.192,-109.700,7.221
60.440,-110.719,-111.009,12.105
60.450,-110.287,-109.910,9.013
60.460,-110.540,-109.729,7.729
60.470,-110.184,-109.593,9.836
60.480,-109.511,-109.138,8.140
60.490,-110.680,-110.216,7.547
60.500,-110.480,-109.908,6.564
60.510,-110.190,-109.927,4.242
60.520,-108.808,-108.815,4.802
60.530,-109.084,-108.256,7.190
60.540,-109.309,-109.500,9.000
60.550,-110.898,-110.319,7.677
60.560,-111.173,-110.566,7.645
60.570,-110.851,-110.103,9.511
60.580,-110.208,-109.727,7.648
60.590,-109.878,-108.993,7.812
60.600,-109.887,-109.081,9.511
60.610,-110.524,-109.468,8.098
60.620,-109.954,-109.796,8.098
60.630,-109.859,-108.736,9.292
60.640,-109.156,-109.506,4.614
60.650,-110.170,-109.981,6.585
60.660,-109.470,-108.395,8.525
60.670,-109.779,-109.087,6.862
60.680,-110.576,-109.730,8.660
60.690,-110.546,-109.976,8.633
60.700,-109.194,-108.340,13.832
60.710,-108.989,-108.852,12.021
60.720,-109.565,-108.873,9.814
60.730,-110.341,-110.357,6.654
60.740,-109.787,-109.368,7.436
60.750,-109.946,-109.083,7.441
60.760,-109.365,-108.747,8.177
60.770,-109.115,-108.659,10.193
60.780,-109.388,-108.919,10.677
60.790,-110.467,-109.237,9.456
60.800,-110.203,-109.955,6.941
60.810,-110.230,-110.285,6.278
60.820,-109.090,-108.624,8.195
60.830,-108.974,-108.459,9.293
60.840,-109.553,-108.219,7.373
60.850,-109.782,-109.170,6.592
60.860,-109.207,-108.707,5.979
60.870,-110.448,-109.696,8.864
60.880,-108.503,-108.340,7.590
60.890,-109.721,-108.785,7.550
60.900,-110.078,-108.797,7.402
60.910,-109.710,-110.315,6.316
60.920,-110.053,-109.295,8.156
60.930,-110.874,-111.071,6.328
60.940,-108.513,-107.701,8.773
60.950,-108.268,-107.262,6.471
60.960,-108.623,-108.203,9.739
60.970,-110.688,-109.822,12.588
60.980,-109.667,-108.721,10.942
60.990,-109.536,-108.888,8.643
61.000,-108.055,-108.340,8.354
61.010,-108.465,-108.392,10.061
61.020,-108.622,-108.123,6.565
61.030,-110.380,-109.096,7.925
61.040,-110.655,-110.246,7.240
61.050,-109.960,-109.891,4.510
61.060,-108.829,-108.764,7.157
61.070,-109.060,-108.107,8.410
61.080,-108.668,-107.972,7.565
61.090,-110.983,-110.522,10.657
61.100,-110.065,-109.373,9.425
61.110,-109.806,-109.195,6.604
61.120,-108.235,-107.951,10.214
61.130,-109.256,-108.695,8.248
61.140,-109.922,-109.832,8.632
61.150,-111.034,-109.716,7.457
61.160,-110.365,-109.990,7.644
61.170,-109.283,-108.990,6.468
61.180,-109.212,-108.338,8.496
61.190,-109.674,-109.581,8.406
61.200,-109.165,-109.178,8.507
61.210,-109.553,-108.995,8.696
61.220,-109.779,-109.168,8.378
61.230,-110.796,-110.306,10.738
61.240,-109.410,-108.840,9.816
61.250,-109.376,-108.703,10.648
61.260,-109.027,-108.877,7.210
61.270,-110.779,-110.786,8.046
61.280,-110.809,-110.260,5.475
61.290,-110.392,-110.872,6.807
61.300,-108.926,-108.391,8.486
61.310,-109.030,-108.249,8.734
61.320,-108.415,-108.080,7.821
61.330,-109.938,-109.133,7.251
61.340,-110.168,-110.053,9.435
61.350,-110.099,-109.471,8.948
61.360,-108.896,-107.987,12.668
61.370,-108.918,-109.011,8.102
61.380,-109.138,-109.170,7.268
61.390,-110.278,-111.056,7.662
61.400,-110.572,-111.123,7.690
61.410,-110.011,-110.049,6.144
61.420,-107.280,-106.644,8.457
61.430,-100.302,-98.059,15.197
61.440,-100.342,-98.200,15.377
61.450,-109.183,-109.500,9.957
61.460,-110.352,-109.476,7.737
61.470,-109.835,-110.298,5.204
61.480,-109.515,-108.675,9.443
61.490,-109.164,-108.660,6.682
61.500,-109.931,-108.678,6.165
61.510,-110.505,-109.800,8.870
61.520,-110.105,-109.058,7.825
61.530,-109.819,-109.410,6.553
61.540,-109.357,-108.828,7.572
61.550,-109.440,-109.508,5.486
61.560,-109.744,-109.166,6.088
61.570,-109.823,-109.454,9.429
61.580,-110.384,-110.097,5.324
61.590,-110.906,-110.412,7.971
61.600,-109.431,-109.436,7.808
61.610,-109.394,-108.855,7.419
61.620,-109.799,-108.613,7.977
61.630,-110.626,-110.026,9.515
61.640,-110.646,-109.860,7.778
61.650,-110.531,-110.632,8.236
61.660,-109.586,-108.211,6.794
61.670,-109.044,-109.128,6.730
61.680,-108.960,-109.208,5.886
61.690,-110.683,-109.362,8.668
61.700,-110.775,-110.170,9.483
61.710,-109.891,-109.117,8.015
61.720,-109.828,-109.904,8.006
61.730,-109.295,-108.430,7.308
61.740,-109.056,-108.034,6.795
61.750,-110.156,-110.026,8.394
61.760,-109.495,-109.871,7.490
61.770,-109.676,-110.069,6.963
61.780,-108.906,-108.175,8.839
61.790,-109.392,-108.591,7.235
61.800,-109.408,-109.841,4.580
61.810,-110.204,-109.477,9.198
61.820,-110.521,-109.812,7.580
61.830,-110.182,-109.558,7.187
61.840,-109.357,-109.292,5.716
61.850,-109.234,-109.297,4.865
61.860,-109.436,-109.380,8.510
61.870,-109.901,-109.736,9.588
61.880,-110.412,-109.755,11.452
61.890,-110.896,-109.952,9.620
61.900,-109.236,-108.480,6.423
61.910,-108.880,-108.610,7.077
61.920,-109.536,-108.534,10.699
61.930,-110.684,-110.403,6.083
61.940,-110.787,-110.475,6.929
61.950,-110.033,-109.099,7.221
61.960,-109.015,-108.198,6.021
61.970,-109.069,-108.214,4.670
61.980,-109.639,-108.393,6.687
61.990,-110.544,-110.101,8.719
62.000,-110.201,-109.078,7.164
62.010,-109.513,-107.655,9.582
62.020,-110.383,-110.892,8.837
62.030,-109.930,-109.035,7.034
62.040,-108.972,-109.014,9.423
62.050,-109.440,-109.162,9.178
62.060,-108.656,-107.912,8.476
62.070,-108.935,-107.751,5.829
62.080,-108.825,-108.561,8.175
62.090,-108.749,-107.689,7.752
62.100,-109.077,-109.279,5.348
62.110,-109.321,-109.038,7.752
62.120,-109.440,-109.029,8.691
62.130,-109.912,-107.997,11.689
62.140,-108.407,-107.571,10.327
62.150,-109.149,-108.804,8.701
62.160,-108.912,-107.898,7.936
62.170,-110.356,-110.130,6.899
62.180,-109.660,-108.716,9.031
62.190,-108.859,-108.032,11.045
62.200,-108.052,-108.064,8.082
62.210,-108.469,-108.010,6.876
62.220,-108.792,-108.334,9.905
62.230,-109.309,-107.727,11.961
62.240,-109.194,-108.615,10.572
62.250,-109.966,-109.475,11.192
62.260,-109.282,-108.446,11.341
62.270,-108.999,-108.523,9.324
62.280,-109.194,-108.446,10.068
62.290,-109.025,-109.052,9.444
62.300,-109.236,-108.755,10.111
62.310,-109.029,-107.849,7.650
62.320,-108.280,-107.900,14.893
62.330,-108.099,-107.082,13.677
62.340,-108.714,-107.442,10.224
62.350,-109.641,-109.038,7.356
62.360,-110.804,-110.369,7.310
62.370,-110.250,-110.303,9.844
62.380,-108.785,-107.194,10.838
62.390,-107.720,-106.269,10.596
62.400,-107.842,-106.981,10.304
62.410,-109.286,-107.672,10.117
62.420,-108.684,-108.131,8.318
62.430,-109.230,-109.058,6.915
62.440,-108.054,-106.644,11.113
62.450,-108.223,-108.085,9.327
62.460,-108.285,-107.978,9.279
62.470,-108.729,-107.663,8.591
62.480,-109.718,-108.333,10.282
62.490,-108.962,-108.350,8.404
62.500,-107.464,-107.072,10.979
62.510,-107.701,-106.997,10.982
62.520,-108.742,-107.769,9.703
62.530,-110.083,-110.073,7.289
62.540,-109.656,-109.267,10.777
62.550,-109.698,-109.637,8.452
62.560,-108.255,-107.995,7.075
62.570,-107.559,-107.281,9.318
62.580,-107.828,-107.144,11.574
62.590,-109.845,-108.239,10.583
62.600,-109.883,-108.708,7.738
62.610,-109.436,-109.124,8.784
62.620,-108.439,-107.926,11.006
62.630,-108.494,-108.617,9.019
62.640,-108.387,-107.775,6.370
62.650,-108.647,-107.498,9.203
62.660,-108.954,-108.939,8.203
62.670,-109.346,-108.672,9.384
62.680,-108.021,-107.359,7.691
62.690,-108.859,-108.266,9.213
62.700,-107.823,-107.145,11.192
62.710,-109.177,-107.475,10.201
62.720,-109.484,-107.643,11.367
62.730,-108.925,-108.282,7.998
62.740,-108.262,-106.440,10.310
62.750,-108.544,-106.919,11.028
62.760,-108.857,-107.880,9.368
62.770,-108.899,-108.227,10.199
62.780,-108.835,-108.033,6.844
62.790,-109.528,-109.118,8.952
62.800,-107.146,-105.503,9.503
62.810,-107.749,-107.583,9.074
62.820,-107.690,-107.320,8.282
62.830,-109.227,-107.338,11.385
62.840,-109.422,-109.237,13.004
62.850,-109.435,-108.195,11.085
62.860,-108.672,-107.437,7.876
62.870,-108.396,-107.475,9.316
62.880,-108.472,-108.256,9.986
62.890,-109.514,-108.464,10.366
62.900,-109.369,-107.676,12.875
62.910,-108.233,-107.452,11.913
62.920,-108.660,-107.730,10.161
62.930,-108.448,-107.523,10.996
62.940,-108.966,-108.264,10.330
62.950,-108.215,-107.622,8.378
62.960,-102.037,-100.842,14.352
62.970,-101.619,-100.536,15.425
62.980,-107.062,-105.721,10.780
62.990,-108.201,-108.538,9.749
63.000,-108.289,-108.129,9.290
63.010,-109.344,-107.911,9.367
63.020,-110.043,-109.385,10.040
63.030,-109.587,-109.382,7.967
63.040,-109.044,-108.494,7.350
63.050,-107.989,-107.103,10.421
63.060,-107.840,-106.417,11.614
63.070,-108.226,-107.470,13.935
63.080,-108.797,-108.653,10.664
63.090,-109.737,-109.299,8.976
63.100,-108.327,-108.719,7.927
63.110,-108.084,-108.536,7.863
63.120,-108.241,-107.103,10.976
63.130,-108.945,-108.553,11.452
63.140,-109.167,-108.273,6.705
63.150,-108.905,-107.779,9.678
63.160,-108.762,-107.214,8.022
63.170,-108.996,-108.610,8.152
63.180,-109.453,-108.392,11.230
63.190,-108.929,-107.541,9.156
63.200,-108.612,-107.995,9.375
63.210,-107.881,-106.922,10.785
63.220,-109.190,-108.201,6.793
63.230,-108.663,-107.738,7.281
63.240,-109.047,-109.011,9.994
63.250,-109.521,-108.007,10.775
63.260,-109.223,-108.732,10.713
63.270,-109.870,-108.442,10.846
63.280,-108.952,-108.595,7.659
63.290,-109.278,-109.951,6.913
63.300,-107.817,-108.529,7.925
63.310,-109.759,-108.696,8.395
63.320,-110.682,-109.749,10.276
63.330,-109.686,-109.406,8.888
63.340,-108.680,-108.657,8.782
63.350,-108.156,-107.912,8.728
63.360,-108.504,-108.463,7.991
63.370,-108.825,-108.297,8.887
63.380,-109.292,-108.953,6.373
63.390,-109.204,-108.612,6.520
63.400,-108.720,-107.716,6.356
63.410,-109.214,-107.817,8.257
63.420,-109.136,-108.245,8.816
63.430,-109.279,-108.077,10.720
63.440,-109.543,-109.073,6.244
63.450,-109.009,-108.612,6.010
63.460,-108.188,-107.762,8.427
63.470,-108.462,-108.323,7.952
63.480,-109.241,-108.759,8.921
63.490,-109.450,-108.633,7.668
63.500,-109.871,-109.298,10.134
63.510,-109.250,-108.423,10.580
63.520,-107.975,-107.377,9.087
63.530,-108.995,-108.053,10.423
63.540,-109.012,-108.447,6.762
63.550,-109.397,-108.288,9.270
63.560,-109.569,-109.225,8.257
63.570,-108.802,-108.936,7.948
63.580,-108.436,-108.151,10.021
63.590,-108.535,-107.888,9.444
63.600,-108.420,-108.120,10.963
63.610,-109.007,-107.989,10.836
63.620,-109.048,-108.815,8.445
63.630,-109.301,-109.036,9.033
63.640,-108.694,-108.210,9.288
63.650,-108.504,-107.984,9.701
63.660,-108.923,-107.922,9.728
63.670,-108.989,-108.888,10.970
63.680,-109.102,-107.239,11.727
63.690,-109.169,-108.266,10.081
63.700,-107.689,-106.555,7.749
63.710,-107.888,-106.898,10.854
63.720,-108.957,-108.930,12.599
63.730,-108.232,-107.772,7.719
63.740,-107.819,-107.629,10.106
63.750,-108.621,-108.101,11.795
63.760,-107.989,-107.045,8.877
63.770,-107.858,-106.109,9.296
63.780,-108.132,-105.952,10.270
63.790,-108.482,-108.378,12.968
63.800,-108.215,-107.686,11.620
63.810,-107.970,-109.022,14.788
63.820,-107.665,-108.262,15.640
63.830,-108.158,-107.423,13.133
63.840,-106.584,-106.771,11.485
63.850,-106.877,-106.894,8.912
63.860,-107.143,-105.876,10.087
63.870,-106.864,-105.789,15.777
63.880,-106.810,-105.912,13.709
63.890,-106.546,-104.584,13.696
63.900,-106.612,-105.958,17.182
63.910,-107.354,-107.751,17.587
63.920,-106.619,-105.578,10.806
63.930,-106.083,-105.231,12.417
63.940,-105.980,-105.410,12.735
63.950,-107.826,-107.374,13.244
63.960,-106.847,-106.264,15.637
63.970,-106.808,-106.064,17.594
63.980,-105.940,-105.271,16.280
63.990,-106.302,-105.017,16.253
64.000,-106.303,-106.407,18.818
64.010,-106.933,-106.541,19.632
64.020,-106.473,-105.820,15.868
64.030,-106.973,-106.700,13.085
64.040,-107.146,-106.491,15.467
64.050,-107.072,-106.214,17.807
64.060,-106.336,-105.168,15.651
64.070,-106.389,-105.133,15.966
64.080,-106.534,-105.693,16.545
64.090,-107.534,-107.184,12.506
64.100,-106.822,-105.036,16.290
64.110,-108.022,-107.221,15.061
64.120,-107.081,-106.655,12.324
64.130,-106.527,-105.982,16.068
64.140,-106.747,-106.646,17.292
64.150,-106.791,-107.336,16.835
64.160,-107.101,-106.712,15.756
64.170,-105.846,-105.427,17.408
64.180,-105.995,-105.193,18.031
64.190,-107.252,-106.650,14.040
64.200,-106.801,-106.242,13.395
64.210,-106.729,-105.689,12.863
64.220,-105.828,-106.055,17.900
64.230,-106.807,-105.919,15.218
64.240,-106.662,-105.858,12.057
64.250,-107.140,-106.693,14.187
64.260,-107.305,-106.245,9.782
64.270,-106.922,-106.065,11.851
64.280,-106.350,-105.227,14.197
64.290,-106.957,-105.988,15.184
64.300,-106.284,-104.625,13.778
64.310,-107.645,-106.482,10.891
64.320,-106.866,-105.566,11.953
64.330,-106.659,-105.791,17.294
64.340,-106.264,-105.098,15.132
64.350,-105.735,-105.104,14.676
64.360,-105.381,-105.696,15.094
64.370,-105.545,-105.110,12.263
64.380,-106.246,-105.514,12.667
64.390,-106.618,-105.731,14.362
64.400,-108.132,-106.773,14.916
64.410,-105.983,-105.892,14.525
64.420,-105.300,-104.702,14.442
64.430,-106.291,-105.964,12.981
